ID,Name,Cuisine,Website
c0d8d441-6080-4a82-944e-f1eba6385cc7,Alexander's Steakhouse,steak house,http://www.alexanderssteak.com/
c102c13f-a593-407e-90a3-cc198db7ddfb,Oishi Hibachi Steakhouse,asian,http://www.oishichampaign.com/
c413dcf8-bcc5-4e8c-85ef-6fea73ba4099,Spoon House Korean Kitchen,asian,http://www.spoonhousecu.com/
c4c87f29-0e15-4a15-a5a6-3acc88da9695,San Maru,korean,http://sanmarucu.com/
c5613c88-0206-4e9b-8570-21adfc6e269d,"Mr. Delivery Champaign, IL",delivery ,
c5a8cecc-d0c4-4099-b74a-1d974a301e24,Golden Crab - Boiled Seafood & Bar,,http://www.goldencrabil.com/
c6c4ee13-95ca-40b2-8ea2-9d4bfac550e1,Windy City Express,fast food,https://windycityexpress.e-tab.com/windycityexpress#!/order-type
c8555bb7-0d19-43be-ae22-3f6ad8f065e8,La Bamba Mexican Restaurant,mexican,http://www.labambaburritos.com/
cac5439e-658e-4a8b-8942-064c388101f8,Auntie Anne's,pretzel store,https://locations.auntieannes.com/il/urbana/1401-west-green-street?utm_source=google&utm_medium=organic&utm_campaign=locations_partner
cb8df127-1502-4070-8c58-761b6b24904d,El Patio,mexican,
cbb5c524-8dc2-45ce-9d17-32504375889d,Caffé Bene,coffee shop,https://www.caffebeneurbana.com/
cbd00363-0ae0-477f-8c8e-3be787dff703,Outback Steakhouse,steak house,https://locations.outback.com/illinois/champaign/2402-north-prospect-avenue
cdb5e7a2-7364-4a18-85d6-4e5686aa5048,Texas Roadhouse,steak house,https://www.texasroadhouse.com/locations/illinois/champaign
cdfc9e1e-aaf1-4b3c-9406-3dc4df643e1a,Slim Chickens,chicken shop,https://slimchickens.com/location/champaign-il-2037-south-neil-street-61820/
ce04b72e-dd92-479a-ab7c-0177ae484f6f,Evo Cafe,chinese,https://evocafeil.com/
ce157b46-4ee6-4202-ba45-a2be88575d7d,Fazoli's,italian,https://locations.fazolis.com/il/champaign/2029-n--prospect-avenue.html?utm_source=yext+GMB&utm_medium=local&utm_campaign=website&y_source=1_MzExNjk5NC03MTUtbG9jYXRpb24uZ29vZ2xlX3dlYnNpdGVfb3ZlcnJpZGU%3D
ce2d9f33-0755-4b16-bde7-becce5251eaa,Sammy's Pancake House,breakfast,http://sammyspancakehouse.com/
cef64bfd-7440-41cc-8863-bf06443726f2,Insomnia Cookies,cookie shop,https://insomniacookies.com/locations/store/7
cf51c051-857c-4898-94d6-f4d6eb9dd25c,Toro Loco,mexican,http://eltororestaurante.com/
d0847aa7-8d7f-4633-8802-69d10387ae4c,Mo's Burritos Restaurant,mexican,
d102704c-eb25-44c4-a0bc-eb9d7aa754f9,The Poke Shack,,http://facebook.com/thepokeshackfields
d11b0a93-c87e-405b-93ec-9fdd0bdb3b49,Caffe Bene,coffee shop,
d276e998-b654-4b7e-8921-732576b99820,Gordon Food Service Store,grocery store,https://gfsstore.com/
d3570a1d-4587-4cc8-883a-627244cb1545,Spice Box,,https://spicebox.illinois.edu/
d54bbb0c-609a-483c-adf9-f10f1f07411a,Ambar India Restaurant,indian,http://www.ambarindiarestaurant.com/?utm_source=gmb&utm_medium=website
d5aa3243-796f-4156-b935-2f5e0c0b42d7,Green Onion Asian Market,grocery store,https://www.facebook.com/greenonionasianmarket/
d6497ab7-6895-49fa-ba9a-3f843b6e64b5,Red Herring Vegetarian Restaurant,vegetarian,https://www.redherringlove.com/
